Unnamed: 0,name,main_category,sub_category,ratings,no_of_ratings,discount_price,actual_price,image,link
5736,24 Mantra Premium Snacks 121X,grocery & gourmet foods,snacks,4.2,1238,₹200,₹218,https://example-cdn.local/img/219254.jpg,https://example.local/product/596495
5737,Fossil Essential Footwear 116Max,fashion,footwear,4.8,3321,"₹4,217","₹4,523",https://example-cdn.local/img/681817.jpg,https://example.local/product/962816
5738,Amazon Basics Deluxe Furniture 395X,home & kitchen,furniture,3.9,805,"₹16,796","₹18,792",https://example-cdn.local/img/449690.jpg,https://example.local/product/799522
5739,WOW Classic Skincare 197X,beauty & health,skincare,3.8,1076,"₹3,687","₹3,953",https://example-cdn.local/img/969079.jpg,https://example.local/product/723695
5740,24 Mantra Pro Staples 764Max,grocery & gourmet foods,staples,3.7,1140,₹424,₹491,https://example-cdn.local/img/756875.jpg,https://example.local/product/961219
5741,American Tourister Pro Backpacks 967,luggage & bags,backpacks,4.0,2073,₹389,₹446,https://example-cdn.local/img/747363.jpg,https://example.local/product/330881
5742,Samsung Everyday Washing Machines 907S,appliances,washing machines,5.0,3627,"₹15,620","₹19,970",https://example-cdn.local/img/599792.jpg,https://example.local/product/510460
5743,boAt Smart Headphones 252Pro,electronics,headphones,3.7,1948,"₹3,137","₹5,195",https://example-cdn.local/img/663536.jpg,https://example.local/product/364536
5744,Realme Advanced Power Banks 139Max,mobiles,power banks,4.5,4151,"₹9,033","₹12,128",https://example-cdn.local/img/465778.jpg,https://example.local/product/256228
5745,Mamaearth Premium Haircare 641S,beauty & health,haircare,5.0,4192,₹597,₹753,https://example-cdn.local/img/641456.jpg,https://example.local/product/442875
5746,Portronics Eco-Friendly Smartphones 268X,mobiles,smartphones,4.0,4723,₹361,₹481,https://example-cdn.local/img/915428.jpg,https://example.local/product/713434
5747,Tommy Hilfiger Everyday Women'S Clothing 578Pro,fashion,women's clothing,3.4,1734,"₹1,271","₹1,702",https://example-cdn.local/img/667021.jpg,https://example.local/product/511985
5748,Bose Heavy-Duty Cameras 760,electronics,cameras,4.1,4591,"₹9,232","₹18,369",https://example-cdn.local/img/432915.jpg,https://example.local/product/673611
5749,Michelin Lightweight Car Accessories 324S,car & motorbike,car accessories,4.5,955,"₹1,383","₹1,533",https://example-cdn.local/img/852519.jpg,https://example.local/product/569402
5750,HRX Portable Men'S Clothing 598Max,fashion,men's clothing,3.7,2009,₹206,₹222,https://example-cdn.local/img/450431.jpg,https://example.local/product/211182
5751,Voltas Everyday Air Conditioners 567S,appliances,air conditioners,3.7,1945,"₹12,753","₹16,907",https://example-cdn.local/img/482782.jpg,https://example.local/product/632633
5752,Nike Smart Cycling 199S,sports & fitness,cycling,4.2,5063,₹539,₹960,https://example-cdn.local/img/285376.jpg,https://example.local/product/233864
5753,Nirlon Wireless Home Decor 597X,home & kitchen,home decor,3.8,2172,₹238,₹277,https://example-cdn.local/img/590198.jpg,https://example.local/product/222861
5754,Rupa Publications Pro Non-Fiction 145Max,books,non-fiction,4.4,1124,₹93,₹102,https://example-cdn.local/img/696143.jpg,https://example.local/product/552436
5755,Rupa Publications Deluxe Children'S Books 516Max,books,children's books,4.0,1230,₹109,₹121,https://example-cdn.local/img/537915.jpg,https://example.local/product/411400
5756,Wonderchef Wireless Kitchen Storage 675X,home & kitchen,kitchen storage,3.6,846,"₹7,501","₹9,754",https://example-cdn.local/img/934416.jpg,https://example.local/product/614284
5757,3M Deluxe Lab Equipment 818S,industrial & scientific,lab equipment,4.4,294,"₹12,592","₹15,905",https://example-cdn.local/img/746729.jpg,https://example.local/product/726724
5758,Portronics Heavy-Duty Power Banks 668Pro,mobiles,power banks,3.7,2083,"₹3,300","₹4,232",https://example-cdn.local/img/634229.jpg,https://example.local/product/769892
5759,Portronics Deluxe Mobile Accessories 502Max,mobiles,mobile accessories,4.0,3563,"₹2,187","₹2,878",https://example-cdn.local/img/677382.jpg,https://example.local/product/896118
5760,Garnier Classic Haircare 113Max,beauty & health,haircare,3.8,2196,₹975,"₹1,551",https://example-cdn.local/img/801029.jpg,https://example.local/product/840519
5761,Tata Wireless Staples 500Max,grocery & gourmet foods,staples,4.3,3293,₹733,₹819,https://example-cdn.local/img/921223.jpg,https://example.local/product/820096
5762,Parker Wireless Office Electronics 736X,office products,office electronics,4.1,1451,₹53,₹77,https://example-cdn.local/img/749973.jpg,https://example.local/product/130512
5763,Samsung Heavy-Duty Microwaves 216Max,appliances,microwaves,3.7,2141,"₹5,593","₹7,675",https://example-cdn.local/img/979382.jpg,https://example.local/product/797780
5764,LG Pro Washing Machines 965,appliances,washing machines,3.6,1020,"₹9,500","₹20,005",https://example-cdn.local/img/275259.jpg,https://example.local/product/787197
5765,Pedigree Everyday Pet Accessories 110X,pet supplies,pet accessories,4.5,837,"₹2,665","₹2,764",https://example-cdn.local/img/358835.jpg,https://example.local/product/127811
5766,Luvlap Smart Toys 140,toys & baby products,toys,4.4,1129,"₹2,108","₹2,306",https://example-cdn.local/img/914219.jpg,https://example.local/product/161378
5767,Nestle Advanced Staples 326,grocery & gourmet foods,staples,4.4,6007,₹434,₹467,https://example-cdn.local/img/776056.jpg,https://example.local/product/663420
5768,iBell Everyday Paint Supplies 911Max,home improvement,paint supplies,4.4,1240,"₹2,739","₹3,319",https://example-cdn.local/img/284723.jpg,https://example.local/product/331772
5769,Truphe Pro Gardening Tools 511X,garden & outdoors,gardening tools,4.1,636,"₹4,579","₹7,141",https://example-cdn.local/img/656958.jpg,https://example.local/product/742364
5770,Fossil Advanced Footwear 386Max,fashion,footwear,4.4,3614,"₹7,430","₹8,771",https://example-cdn.local/img/158194.jpg,https://example.local/product/269110
5771,LG Wireless Microwaves 804S,appliances,microwaves,4.1,1382,"₹7,227","₹7,417",https://example-cdn.local/img/368974.jpg,https://example.local/product/752707
5772,Cello Premium Stationery 981Pro,office products,stationery,3.1,488,₹139,₹164,https://example-cdn.local/img/423357.jpg,https://example.local/product/921379
5773,Ambrane Wireless Cases & Covers 386Pro,mobiles,cases & covers,4.1,4255,₹949,"₹1,263",https://example-cdn.local/img/428263.jpg,https://example.local/product/229820
5774,Lenovo Compact Storage Devices 161S,computers,storage devices,4.5,1627,"₹79,423","₹95,960",https://example-cdn.local/img/361917.jpg,https://example.local/product/762638
5775,Roadster Ultra Women'S Clothing 765S,fashion,women's clothing,4.1,2181,"₹1,447","₹1,507",https://example-cdn.local/img/967036.jpg,https://example.local/product/268819
5776,Zebronics Deluxe Storage Devices 955,computers,storage devices,5.0,8013,₹633,₹903,https://example-cdn.local/img/360687.jpg,https://example.local/product/222874
5777,Fastrack Classic Analog Watches 287,watches,analog watches,4.0,1784,"₹5,221","₹7,044",https://example-cdn.local/img/131988.jpg,https://example.local/product/209977
5778,AutoFurnish Pro Car Accessories 725S,car & motorbike,car accessories,4.3,2862,₹110,₹228,https://example-cdn.local/img/322842.jpg,https://example.local/product/411573
5779,Prestige Classic Kitchen Storage 674Max,home & kitchen,kitchen storage,4.3,8163,₹290,₹412,https://example-cdn.local/img/516581.jpg,https://example.local/product/860774
5780,3M Smart Car Accessories 538Pro,car & motorbike,car accessories,4.2,2702,"₹1,757","₹2,478",https://example-cdn.local/img/521470.jpg,https://example.local/product/169967
5781,Roadster Advanced Watches 703Pro,fashion,watches,4.3,6163,₹187,₹270,https://example-cdn.local/img/524853.jpg,https://example.local/product/578987
5782,Fender Smart Keyboards 473S,music & instruments,keyboards,2.6,175,₹500,₹584,https://example-cdn.local/img/210484.jpg,https://example.local/product/604340
5783,Prestige Premium Home Decor 731Max,home & kitchen,home decor,5.0,5343,"₹10,692","₹17,322",https://example-cdn.local/img/657917.jpg,https://example.local/product/781748
5784,Zebronics Compact Monitors 993X,computers,monitors,4.8,2049,"₹26,335","₹33,496",https://example-cdn.local/img/306955.jpg,https://example.local/product/171502
5785,Funskool Portable Baby Care 909Max,toys & baby products,baby care,3.3,1753,₹656,"₹1,317",https://example-cdn.local/img/986778.jpg,https://example.local/product/195121
5786,Rupa Publications Wireless Non-Fiction 754Pro,books,non-fiction,4.5,2064,₹212,₹345,https://example-cdn.local/img/651263.jpg,https://example.local/product/605061
5787,Samsung Advanced Smartphones 885,mobiles,smartphones,3.2,1515,"₹65,566","₹92,519",https://example-cdn.local/img/720912.jpg,https://example.local/product/968356
5788,Rupa Publications Classic Academic 482S,books,academic,2.8,157,"₹1,681","₹1,772",https://example-cdn.local/img/154008.jpg,https://example.local/product/330103
5789,Bose Heavy-Duty Headphones 165,electronics,headphones,4.2,5149,"₹4,651","₹6,172",https://example-cdn.local/img/425394.jpg,https://example.local/product/867691
5790,OnePlus Eco-Friendly Smartphones 663,mobiles,smartphones,3.9,5322,"₹13,817","₹15,354",https://example-cdn.local/img/912533.jpg,https://example.local/product/597304
5791,Local Brand Pro Organic Foods 914S,grocery & gourmet foods,organic foods,4.2,3480,₹179,₹244,https://example-cdn.local/img/767988.jpg,https://example.local/product/146140
5792,Samsonite Smart Wallets 577X,luggage & bags,wallets,3.1,350,"₹3,163","₹3,583",https://example-cdn.local/img/924874.jpg,https://example.local/product/114481
5793,Portronics Smart Cases & Covers 101,mobiles,cases & covers,4.5,7416,"₹9,886","₹13,606",https://example-cdn.local/img/906710.jpg,https://example.local/product/971869
5794,Realme Smart Cases & Covers 358,mobiles,cases & covers,3.6,1446,"₹46,778","₹85,838",https://example-cdn.local/img/677835.jpg,https://example.local/product/721645
5795,Cheston Deluxe Hand Tools 569Max,home improvement,hand tools,4.0,794,"₹1,716","₹2,339",https://example-cdn.local/img/883409.jpg,https://example.local/product/682411
5796,24 Mantra Pro Organic Foods 670S,grocery & gourmet foods,organic foods,3.9,2325,₹56,₹77,https://example-cdn.local/img/867675.jpg,https://example.local/product/578688
5797,Portronics Lightweight Mobile Accessories 633Pro,mobiles,mobile accessories,4.6,3835,"₹6,114","₹7,039",https://example-cdn.local/img/208443.jpg,https://example.local/product/841576
5798,Garnier Wireless Haircare 762,beauty & health,haircare,4.6,2637,₹552,₹634,https://example-cdn.local/img/940912.jpg,https://example.local/product/413005
5799,Chicco Lightweight Educational Games 497,toys & baby products,educational games,4.4,2155,"₹1,042","₹1,388",https://example-cdn.local/img/100085.jpg,https://example.local/product/814553
5800,Samsung Premium Smart Watches 165Max,electronics,smart watches,4.8,4145,"₹17,583","₹21,966",https://example-cdn.local/img/351596.jpg,https://example.local/product/993939
5801,Logitech Eco-Friendly Monitors 915Max,computers,monitors,4.5,2627,"₹10,223","₹13,673",https://example-cdn.local/img/816709.jpg,https://example.local/product/176689
5802,Tommy Hilfiger Essential Men'S Clothing 196S,fashion,men's clothing,3.0,1509,₹749,₹905,https://example-cdn.local/img/946562.jpg,https://example.local/product/382586
5803,Samsung Wireless Power Banks 721X,mobiles,power banks,4.8,3020,"₹54,425","₹64,721",https://example-cdn.local/img/921443.jpg,https://example.local/product/594204
5804,Luvlap Smart Infant Wear 823S,toys & baby products,infant wear,3.8,1562,"₹2,090","₹3,088",https://example-cdn.local/img/734170.jpg,https://example.local/product/174817
5805,HRX Portable Watches 705X,fashion,watches,4.0,2423,"₹3,255","₹5,986",https://example-cdn.local/img/945254.jpg,https://example.local/product/138494
5806,Noise Compact Cameras 255Pro,electronics,cameras,3.3,629,"₹10,800","₹20,874",https://example-cdn.local/img/837978.jpg,https://example.local/product/284933
5807,Samsung Classic Smartphones 923,mobiles,smartphones,3.4,2943,"₹6,430","₹13,413",https://example-cdn.local/img/143079.jpg,https://example.local/product/995108
5808,Fossil Heavy-Duty Footwear 292Max,fashion,footwear,3.6,5810,₹526,₹956,https://example-cdn.local/img/834667.jpg,https://example.local/product/733077
5809,Adidas Eco-Friendly Yoga 112,sports & fitness,yoga,3.3,2052,₹492,₹613,https://example-cdn.local/img/922136.jpg,https://example.local/product/506017
5810,Philips Smart Skincare 698Pro,beauty & health,skincare,5.0,2519,"₹3,062","₹3,320",https://example-cdn.local/img/684313.jpg,https://example.local/product/256120
5811,Nivea Heavy-Duty Haircare 793Pro,beauty & health,haircare,4.3,7182,₹204,₹220,https://example-cdn.local/img/417791.jpg,https://example.local/product/778780
5812,Fossil Premium Footwear 877,fashion,footwear,5.0,10198,₹143,₹245,https://example-cdn.local/img/772225.jpg,https://example.local/product/369901
5813,Local Press Eco-Friendly Academic 497Max,books,academic,3.6,2045,₹202,₹237,https://example-cdn.local/img/266394.jpg,https://example.local/product/977913
5814,Wildcraft Pro Suitcases 343Pro,luggage & bags,suitcases,3.9,952,"₹2,332","₹2,864",https://example-cdn.local/img/836999.jpg,https://example.local/product/855787
5815,24 Mantra Lightweight Staples 521Pro,grocery & gourmet foods,staples,4.1,1230,"₹1,779","₹2,439",https://example-cdn.local/img/473893.jpg,https://example.local/product/702153
5816,Pigeon Everyday Cookware 795Pro,home & kitchen,cookware,3.7,1875,"₹1,422","₹1,576",https://example-cdn.local/img/101873.jpg,https://example.local/product/920969
5817,Generic Essential Lab Equipment 192Pro,industrial & scientific,lab equipment,4.7,639,"₹1,230","₹1,466",https://example-cdn.local/img/667683.jpg,https://example.local/product/178301
5818,Voltas Classic Air Conditioners 978Pro,appliances,air conditioners,3.1,236,"₹11,046","₹17,985",https://example-cdn.local/img/602768.jpg,https://example.local/product/552226
5819,Ptron Deluxe Headphones 690Max,electronics,headphones,4.4,3616,"₹1,760","₹2,078",https://example-cdn.local/img/145348.jpg,https://example.local/product/491053
5820,Sony Everyday Speakers 406S,electronics,speakers,4.5,6835,"₹1,192","₹1,671",https://example-cdn.local/img/289271.jpg,https://example.local/product/163069
5821,Wildcraft Pro Wallets 523Pro,luggage & bags,wallets,3.1,342,₹820,₹937,https://example-cdn.local/img/965752.jpg,https://example.local/product/524987
5822,Casio Compact Storage & Organization 618S,office products,storage & organization,2.9,175,"₹8,320","₹9,381",https://example-cdn.local/img/391647.jpg,https://example.local/product/463479
